Open Date,Close Date,Symbol,Action,Units/Lots,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
09/30/2020 23:37,10/01/2020 02:07,GBPCAD,Sell,0.44,1.71999,1.71977,-2.42,-5.5,2.2,-1.72,-0.02,00:02:29:59,3.4,5m,14.3,2.98,4.8,13.536,-14.3,-40.326,25.1,86.4,-2.6,-7.33
09/30/2020 22:17,09/30/2020 22:44,GBPAUD,Sell,0.46,1.80349,1.80197,-2.53,0,15.2,40.2,0.53,00:00:26:54,85.2,22m,3.4,0.12,16.9,47.489,-2.1,-5.901,88.9,91.1,-1.7,-4.78
09/29/2020 22:50,09/30/2020 03:50,AUDNZD,Sell,0.54,1.08209,1.08128,-1.64,-0.91,8.1,22.05,0.29,00:05:00:11,52,2h 36m,15.1,0.84,9.3,28.272,-7.8,-23.712,54.4,93,-1.2,-3.65
09/29/2020 21:16,09/29/2020 22:00,EURAUD,Buy,0.61,1.64628,1.64651,-3.05,0,2.3,5.47,0.07,00:00:43:50,4.6,2m,9.1,3.96,2.3,8.51,-9.1,-33.67,20.2,100,0,0
09/28/2020 22:52,09/29/2020 02:22,EURGBP,Sell,0.34,0.90905,0.90843,-1.7,-0.71,6.2,20.79,0.28,00:03:30:32,86.7,3h 2m,6.3,0.27,9.5,35.53,-2.6,-9.724,78.5,72.7,-3.3,-12.34
09/28/2020 00:27,09/28/2020 12:24,GBPCAD,Sell,0.48,1.70809,1.7205,-2.64,0,-124.1,-384.69,-4.89,00:11:56:59,22.2,2h 39m,135.8,10.62,11.7,36.036,-124.1,-382.228,8.6,0,-135.8,-418.26
09/25/2020 22:01,09/28/2020 11:30,GBPUSD,Sell,0.53,1.2734,1.28142,-2.9,-1.2761,-80.2,-369.39,-4.48,02:13:29:18,78.3,2d ,87.4,11.15,7.2,32.76,-80.2,-364.91,8.2,0,-87.4,-397.67
09/25/2020 22:05,09/25/2020 23:51,GBPAUD,Sell,0.5,1.81305,1.8124,-2.74,0,6.5,16.9,0.21,00:01:45:47,,,,,,,,,,,,
09/25/2020 22:57,09/25/2020 23:41,EURNZD,Buy,0.59,1.7747,1.77676,-2.95,0,20.6,65.46,0.8,00:00:44:48,,,,,,,,,,,,
09/25/2020 22:11,09/25/2020 23:41,EURAUD,Buy,0.67,1.6546,1.65471,-3.35,0,1.1,1.1,0.01,00:01:30:42,,,,,,,,,,,,
09/25/2020 21:21,09/25/2020 22:05,EURAUD,Buy,0.67,1.65523,1.65524,-3.35,0,0.1,-2.95,-0.04,00:00:43:23,,,,,,,,,,,,
09/24/2020 23:39,09/25/2020 02:22,CHFJPY,Buy,0.4,113.723,113.794,-1.85,-1.33,7.1,19.9,0.24,00:02:42:35,74.9,2h 1m,7.4,0.46,7.1,23.075,-3.3,-10.725,68.3,100,0,0
09/24/2020 23:25,09/25/2020 00:59,EURGBP,Sell,0.47,0.91605,0.91527,-2.35,-0.98,7.8,36.72,0.45,00:01:34:08,77.7,1h 13m,14.9,0.15,17.7,90.801,-2.6,-13.338,87.2,51.2,-9.9,-50.79
09/24/2020 23:38,09/24/2020 23:51,EURCAD,Sell,0.47,1.5593,1.55868,-2.35,0,6.2,16.35,0.2,00:00:12:52,100,12m,2.1,0.13,7.6,22.952,0,0,100,81.6,-1.4,-4.23
09/23/2020 23:22,09/24/2020 02:22,EURJPY,Buy,0.4,122.843,122.866,-2,-3.71,2.3,1.78,0.02,00:03:00:02,73.4,2h 12m,10.4,0.39,7.5,24.45,-2.9,-9.454,72.1,50,-5.2,-16.95
09/21/2020 22:30,09/22/2020 03:30,AUDCAD,Sell,0.81,0.96114,0.96117,-2.49,-1.76,-0.3,-5.8,-0.07,00:04:59:50,34.7,1h 44m,15.2,1.81,5.4,27.918,-9.8,-50.666,35.5,62.5,-5.7,-29.47
09/21/2020 21:30,09/21/2020 21:43,GBPAUD,Buy,0.49,1.77305,1.77432,-2.67,0,12.7,35.49,0.44,00:00:13:38,100,13m,2.7,0.08,12.7,38.1,0,0,100,100,0,0
09/21/2020 00:25,09/21/2020 10:54,GBPCAD,Sell,0.46,1.70486,1.70484,-2.51,0,0.2,-1.92,-0.02,00:10:28:51,0.2,1m,53.1,270.27,0.2,0.59,-53.1,-156.645,0.4,100,0,0
09/18/2020 23:11,09/21/2020 02:28,EURUSD,Buy,0.42,1.18474,1.18492,-2.1,-1.81,1.8,2.47,0.03,02:03:17:43,0.6,18m,8.9,2.87,2.3,8.142,-6.6,-23.364,25.8,94.4,-0.5,-1.77
09/21/2020 01:02,09/21/2020 02:01,USDJPY,Buy,0.32,104.518,104.518,-1.35,0,0,-1.35,-0.02,00:00:58:32,5.1,2m,8.3,11.86,0.7,0,-8.3,0,7.8,92.2,-0.7,0
09/21/2020 01:09,09/21/2020 02:00,EURJPY,Buy,0.4,123.693,123.834,-2,0,14.1,43.54,0.54,00:00:50:59,100,50m,6.3,0.07,14.1,45.543,0,0,100,100,0,0
09/18/2020 23:29,09/21/2020 01:18,USDCHF,Sell,0.77,0.91115,0.91064,-3.25,-3.14,5.1,30.02,0.38,02:01:48:54,99.6,2d 1h ,11.6,0.45,9.5,67.83,-4.3,-30.702,68.8,68.1,-4.4,-31.42
09/18/2020 23:24,09/21/2020 01:13,CADCHF,Sell,0.64,0.69044,0.68989,-2.05,-1.3,5.5,29.27,0.37,02:01:48:49,99.8,2d 1h ,9.4,0.14,12.7,75.311,1.8,10.674,116.5,33.9,-7.2,-42.7
09/18/2020 23:27,09/21/2020 00:55,EURNZD,Sell,0.56,1.75301,1.75114,-2.8,-0.13,18.7,56.87,0.72,02:01:27:13,100,2d 1h ,54,0.1,70.7,226.24,7.4,23.68,111.7,17.9,-52,-166.4
09/18/2020 23:54,09/21/2020 00:05,GBPAUD,Sell,0.48,1.77303,1.77456,-2.62,-1.42,-15.3,-49.23,-0.62,02:00:10:49,0,0s,15.3,15.31,0,0,-15.3,-45.135,0,0,-15.3,-45.14
09/18/2020 23:30,09/18/2020 23:42,EURCAD,Buy,0.46,1.5627,1.56333,-2.3,0,6.3,16.24,0.2,00:00:12:02,,,,,,,,,,,,
09/17/2020 23:01,09/18/2020 03:24,CADCHF,Sell,0.63,0.69062,0.69056,-2.02,-1.17,0.6,0.33,0,00:04:22:56,66.2,2h 54m,18.3,0.16,15.8,92.746,-2.5,-14.675,86.3,16.9,-15.2,-89.22
09/17/2020 23:43,09/18/2020 02:44,EURJPY,Sell,0.39,124.131,124.125,-1.95,-0.85,0.6,-0.91,-0.01,00:03:01:30,60.8,1h 50m,13.1,0.3,10.1,31.815,-3,-9.45,77.1,27.5,-9.5,-29.93
09/17/2020 20:02,09/18/2020 00:40,AUDNZD,Buy,0.56,1.08198,1.08306,-1.73,-1.12,10.8,31.63,0.4,00:04:37:16,90,4h 9m,20,0.59,15.3,48.807,-9,-28.71,63,81.5,-4.5,-14.36
09/17/2020 23:15,09/17/2020 23:45,EURCAD,Buy,0.45,1.55837,1.5597,-2.25,0,13.3,36.12,0.46,00:00:30:02,53.4,16m,6.6,0.41,14.6,42.048,-6,-17.28,70.9,93.7,-1.3,-3.74
09/17/2020 23:00,09/17/2020 23:40,USDJPY,Buy,0.32,104.668,104.729,-1.35,0,6.1,14.38,0.18,00:00:40:51,100,40m,3.5,0.16,6.1,15.738,0,0,100,100,0,0
09/16/2020 20:30,09/17/2020 01:31,AUDNZD,Buy,0.56,1.08423,1.08445,-1.73,-1.63,2.2,3.67,0.05,00:05:00:03,83.8,4h 11m,19.5,0.63,14,44.8,-8.8,-28.16,61.4,48.2,-11.8,-37.76
09/17/2020 00:04,09/17/2020 01:19,USDJPY,Buy,0.32,104.952,104.976,-1.35,0,2.4,4.84,0.06,00:01:15:57,24,18m,4.3,1.42,2.4,6.192,-3.4,-8.772,41.4,100,0,0
09/14/2020 23:51,09/15/2020 02:59,GBPCAD,Buy,0.45,1.69283,1.69311,-2.44,-0.98,2.8,4.64,0.06,00:03:07:07,38.9,1h 12m,9.4,3.36,2.8,8.064,-9.4,-27.072,23,100,0,0
09/14/2020 21:32,09/14/2020 23:14,GBPAUD,Buy,0.47,1.7632,1.76355,-2.55,0,3.5,7.55,0.1,00:01:41:09,36.3,36m,15.7,1.45,6.4,18.496,-9.3,-26.877,40.8,81.5,-2.9,-8.38
09/14/2020 01:40,09/14/2020 03:27,GBPUSD,Sell,0.34,1.28083,1.27992,-1.84,0,9.1,24.31,0.31,00:01:46:42,80.4,1h 25m,10.7,0.23,11.1,31.857,-2.6,-7.462,81,85.4,-2,-5.74
09/11/2020 20:21,09/14/2020 00:54,AUDNZD,Sell,0.56,1.09279,1.09243,-1.72,-0.69,3.6,8.93,0.11,02:04:33:07,99.1,2d 4h ,9.4,0.15,13,40.95,-2,-6.3,86.7,37.3,-9.4,-29.61
09/11/2020 23:46,09/14/2020 00:05,EURUSD,Sell,0.41,1.18453,1.18396,-2.05,-0.55,5.7,17.14,0.22,02:00:18:59,99.8,2d ,7.1,0.45,12.8,44.288,5.7,19.722,180.3,0,-7.1,-24.57
09/11/2020 22:49,09/11/2020 23:18,GBPUSD,Sell,0.51,1.28048,1.27974,-2.76,0,7.4,29.11,0.38,00:00:28:20,,,,,,,,,,,,
09/10/2020 21:30,09/11/2020 01:28,AUDNZD,Buy,0.55,1.09135,1.09202,-1.69,-0.59,6.7,18.45,0.24,00:03:58:24,81.1,3h 13m,14.9,0.99,7.5,23.175,-7.4,-22.866,50.3,94.6,-0.8,-2.47
09/10/2020 23:29,09/11/2020 01:00,EURCHF,Buy,0.74,1.07567,1.07579,-3.7,-1.58,1.2,2.97,0.04,00:01:31:00,82.5,1h 15m,3.7,0.39,3.8,26.144,-1.5,-10.32,71.7,50.9,-2.6,-17.89
09/10/2020 23:00,09/11/2020 00:46,CHFJPY,Buy,0.39,116.502,116.545,-1.81,-1.31,4.3,10.25,0.13,00:01:46:16,75.5,1h 20m,5.5,0.35,8,24.88,-2.8,-8.708,74.1,65.7,-3.7,-11.51
09/10/2020 22:30,09/10/2020 23:53,AUDCAD,Buy,0.76,0.95671,0.95778,-2.33,0,10.7,49.82,0.65,00:01:23:36,85.6,1h 11m,7.4,0.26,10.9,53.083,-2.8,-13.636,79.6,98.5,-0.2,-0.97
09/10/2020 21:56,09/10/2020 22:10,EURAUD,Buy,0.62,1.62708,1.62832,-3.1,0,12.4,44.11,0.58,00:00:13:55,92.9,12m,6.6,0.14,12.4,47.244,-1.7,-6.477,87.9,100,0,0
09/09/2020 00:24,09/09/2020 11:02,EURJPY,Buy,0.38,124.837,124.841,-1.9,0,0.4,-0.68,-0.01,00:10:37:58,0.4,2m,38.2,96.15,0.4,1.22,-38.2,-116.51,1,100,0,0
09/08/2020 23:40,09/09/2020 11:02,CHFJPY,Buy,0.38,115.489,115.492,-1.76,-1.19,0.3,-2.04,-0.03,00:11:21:36,4.2,28m,35.2,10.74,3,9.09,-32.2,-97.566,8.5,92.3,-2.7,-8.18
09/09/2020 01:01,09/09/2020 08:22,GBPUSD,Buy,0.33,1.29724,1.29725,-1.82,0,0.1,-1.54,-0.02,00:07:21:04,0.5,2m,20.3,25.38,0.8,2.24,-20.3,-56.84,3.8,96.7,-0.7,-1.96
09/09/2020 01:10,09/09/2020 03:21,GBPCHF,Buy,0.52,1.19024,1.19088,-2.86,0,6.4,27.92,0.37,00:02:11:11,43.6,57m,9.4,1.47,6.4,30.784,-9.4,-45.214,40.5,100,0,0
09/08/2020 21:53,09/09/2020 03:20,EURAUD,Sell,0.61,1.63259,1.63157,-3.05,-0.07,10.2,35.02,0.46,00:05:26:57,50.5,2h 45m,35.3,2.25,11.1,41.514,-25,-93.5,30.7,97.5,-0.9,-3.37
09/09/2020 01:10,09/09/2020 03:10,AUDUSD,Buy,0.49,0.71931,0.72068,-1.5,0,13.7,55.56,0.74,00:02:00:02,99.2,1h 59m,5.5,0.02,19.2,79.872,-0.3,-1.248,98.5,71.8,-5.5,-22.88
09/09/2020 01:36,09/09/2020 03:02,EURCHF,Buy,0.72,1.08018,1.08037,-3.6,0,1.9,9.06,0.12,00:01:26:39,82.6,1h 11m,3.7,0.68,3.1,20.646,-2.1,-13.986,59.6,76.9,-1.2,-7.99
09/08/2020 00:16,09/08/2020 01:18,GBPCAD,Sell,0.46,1.72353,1.72351,-2.56,0,0.2,-1.96,-0.02,00:01:02:20,8.1,5m,9.6,2.53,3.8,11.4,-9.6,-28.8,28.4,73.1,-3.6,-10.8
09/07/2020 00:56,09/07/2020 17:49,EURGBP,Sell,0.36,0.89314,0.89747,-1.8,0,-43.3,-175.49,-2.15,00:16:53:25,3,30m,61.6,40.16,1.5,6.015,-60.1,-241.001,2.4,27.3,-44.8,-179.65
09/07/2020 01:06,09/07/2020 03:45,GBPUSD,Buy,0.36,1.32509,1.32555,-2.01,0,4.6,11.98,0.15,00:02:38:39,27.7,43m,12.4,2.07,5.5,16.72,-11.4,-34.656,32.5,94.7,-0.9,-2.74
09/07/2020 01:06,09/07/2020 02:00,EURAUD,Sell,0.66,1.62624,1.6258,-3.3,0,4.4,14.56,0.18,00:00:54:15,26,14m,10.6,1.82,5.6,22.736,-10.2,-41.412,35.4,92.4,-1.2,-4.87
09/07/2020 01:17,09/07/2020 01:47,AUDUSD,Buy,0.54,0.72752,0.72807,-1.66,0,5.5,23.42,0.29,00:00:29:30,86.3,25m,3.7,0.33,5.5,25.08,-1.8,-8.208,75.3,100,0,0
09/07/2020 00:35,09/07/2020 01:00,EURAUD,Sell,0.65,1.62622,1.62564,-3.25,0,5.8,19.94,0.25,00:00:24:01,100,24m,3.6,0.11,8.9,35.6,0,0,100,65.2,-3.1,-12.4
09/04/2020 23:53,09/07/2020 00:31,GBPAUD,Sell,0.48,1.82229,1.82073,-2.69,-1.42,15.6,41.94,0.52,02:00:37:15,1.2,35m,45,0.02,60.6,178.77,0,0,100,25.7,-45,-132.75
09/04/2020 22:57,09/07/2020 00:19,EURGBP,Buy,0.53,0.89165,0.89293,-2.65,-2.5,12.8,70.82,0.89,02:01:21:32,98.7,2d ,11.3,0.28,15.8,93.852,4.5,26.73,139.8,73.5,-3,-17.82
09/03/2020 20:10,09/03/2020 23:01,AUDNZD,Sell,0.57,1.08543,1.08423,-1.75,0,12,36.93,0.46,00:02:50:16,74.9,2h 7m,7.6,0.33,13,41.86,-4.3,-13.846,75.1,94.2,-1,-3.22
09/03/2020 00:06,09/03/2020 03:01,GBPUSD,Sell,0.35,1.33459,1.33407,-1.97,0,5.2,13.4,0.17,00:02:55:28,1.2,2m,9.1,1.54,5.9,17.464,-9.1,-26.936,39.3,95.3,-0.7,-2.07
09/03/2020 00:25,09/03/2020 03:01,GBPCAD,Sell,0.45,1.74139,1.74135,-2.53,0,0.4,-1.36,-0.02,00:02:36:00,3.9,6m,17.8,6.2,2.6,7.618,-16.1,-47.173,13.9,88.2,-2.2,-6.45
09/02/2020 22:22,09/03/2020 02:15,EURAUD,Buy,0.63,1.61454,1.6161,-3.15,-15.33,15.6,42.33,0.54,00:03:52:43,97.5,3h 46m,13.4,0.25,15.9,62.01,-4,-15.6,79.9,98.5,-0.3,-1.17
09/03/2020 00:05,09/03/2020 01:33,USDJPY,Buy,0.33,106.198,106.197,-1.39,0,-0.1,-1.65,-0.02,00:01:28:06,0,0s,7.8,7.8,0,0,-7.8,-20.28,0,98.7,-0.1,-0.26
09/02/2020 22:24,09/02/2020 22:52,GBPAUD,Buy,0.47,1.81874,1.81957,-2.65,0,8.3,21.5,0.27,00:00:28:30,100,28m,4.3,0.12,8.3,24.153,0,0,100,100,0,0
09/02/2020 22:05,09/02/2020 22:21,GBPAUD,Sell,0.47,1.82105,1.81944,-2.65,0,16.1,44.2,0.56,00:00:15:46,100,15m,3.5,0.05,19.5,56.745,0,0,100,82.6,-3.4,-9.89
09/02/2020 21:40,09/02/2020 21:42,GBPAUD,Buy,0.47,1.81789,1.81955,-2.65,0,16.6,45.64,0.59,00:00:01:20,,,,,,,,,,,,
09/01/2020 20:38,09/02/2020 01:38,AUDNZD,Sell,0.55,1.09145,1.09045,-1.7,-1.06,10,28.45,0.37,00:05:00:09,54.7,2h 44m,18.1,0.88,16.1,50.232,-14.1,-43.992,53.3,79.8,-6.1,-19.03
09/01/2020 23:27,09/02/2020 01:00,GBPAUD,Buy,0.46,1.815,1.81516,-2.58,-2.19,1.6,-0.21,0,00:01:33:30,32.3,30m,34.7,1.75,12.6,35.91,-22.1,-62.985,36.3,68.3,-11,-31.35
09/01/2020 22:06,09/01/2020 23:34,EURNZD,Sell,0.55,1.76704,1.76318,-2.75,0,38.6,117.66,1.54,00:01:28:09,100,1h 28m,12.3,0.02,41.5,129.48,0,0,100,93,-2.9,-9.05
08/31/2020 23:43,09/01/2020 02:38,EURCAD,Sell,0.44,1.55757,1.55678,-2.2,-0.76,7.9,19.37,0.25,00:02:55:33,94.9,2h 46m,13.9,0.22,14.8,41.884,-3.2,-9.056,82.2,61.7,-6.9,-19.53
08/31/2020 23:42,09/01/2020 02:30,GBPCAD,Sell,0.44,1.74443,1.74305,-2.46,-1.81,13.8,34.73,0.46,00:02:48:10,92.3,2h 35m,21,0.26,19.6,55.468,-5,-14.15,79.7,76.4,-5.8,-16.41
08/31/2020 23:01,09/01/2020 02:01,EURAUD,Sell,0.61,1.61836,1.6178,-3.05,-0.75,5.6,17.32,0.23,00:03:00:15,75,2h 15m,33.1,0.23,26.9,101.413,-6.2,-23.374,81.3,35.6,-21.3,-80.3
08/31/2020 23:21,08/31/2020 23:41,USDCAD,Sell,0.48,1.30488,1.30431,-2.01,0,5.7,15.56,0.21,00:00:20:30,65,13m,3.1,0.54,5.7,17.556,-3.1,-9.548,64.8,100,0,0
08/31/2020 23:01,08/31/2020 23:08,USDCAD,Sell,0.48,1.30454,1.30391,-2.01,0,6.3,17.43,0.23,00:00:07:04,100,7m,0.5,0.15,6.8,21.012,0,0,100,92.6,-0.5,-1.54
08/31/2020 01:20,08/31/2020 03:17,EURCHF,Sell,0.72,1.077,1.07614,-3.6,0,8.6,53.94,0.72,00:01:57:22,100,1h 57m,6.2,0.11,9.1,60.879,0,0,100,94.5,-0.5,-3.35
08/31/2020 01:03,08/31/2020 03:04,CHFJPY,Sell,0.38,116.65,116.65,-1.76,0,0,-1.76,-0.02,00:02:01:26,0,0s,28.9,28.9,0,0,-28.9,0,0,100,0,0
08/27/2020 22:59,08/28/2020 01:36,GBPAUD,Buy,0.45,1.81851,1.8188,-2.51,-2.07,2.9,3.43,0.05,00:02:36:10,43.4,1h 7m,46,3.65,9.9,27.324,-36.1,-99.636,21.5,84.8,-7,-19.32
08/26/2020 23:38,08/27/2020 05:59,EURCAD,Sell,0.43,1.55633,1.55552,-2.15,-2.24,8.1,18,0.24,00:06:21:35,95.3,6h 3m,20.8,0.14,18.3,50.508,-2.5,-6.9,88,51,-10.2,-28.15
08/27/2020 00:12,08/27/2020 04:37,EURUSD,Sell,0.56,1.18313,1.18311,-2.8,0,0.2,-1.85,-0.02,00:04:25:04,17,45m,18.7,5.45,2.9,13.775,-15.8,-75.05,15.5,85.6,-2.7,-12.82
08/27/2020 01:24,08/27/2020 04:24,GBPUSD,Sell,0.33,1.32145,1.32086,-1.84,0,5.9,14.61,0.2,00:03:00:01,28.9,52m,9.5,0.93,8.4,23.436,-7.8,-21.762,51.9,84.6,-2.5,-6.97
08/25/2020 23:35,08/26/2020 07:59,GBPCAD,Buy,0.43,1.73126,1.73131,-2.39,-1.82,0.5,-2.83,-0.04,00:08:24:18,33.8,2h 50m,23,0.73,13.3,36.708,-9.7,-26.772,57.8,44.3,-12.8,-35.33
08/25/2020 21:59,08/26/2020 01:24,GBPAUD,Buy,0.45,1.8272,1.8281,-2.5,-2.02,9,20.09,0.27,00:03:25:12,52.7,1h 48m,14.3,0.87,9,24.57,-7.8,-21.294,53.6,100,0,0
08/25/2020 23:33,08/25/2020 23:55,USDCAD,Buy,0.47,1.31693,1.31711,-1.99,0,1.8,3.44,0.05,00:00:22:29,18.2,4m,1.6,0.41,3.4,10.268,-1.4,-4.228,70.8,66.7,-1.6,-4.83
08/25/2020 21:28,08/25/2020 22:07,EURAUD,Buy,0.6,1.64466,1.64541,-3,0,7.5,24.35,0.33,00:00:39:34,92.4,36m,7.3,0.19,7.5,27.375,-1.4,-5.11,84.3,100,0,0
08/24/2020 22:05,08/25/2020 03:30,EURNZD,Sell,0.54,1.807,1.80699,-2.7,-0.78,0.1,-3.18,-0.04,00:05:24:38,67.4,3h 38m,63.1,0.4,45.1,135.3,-18,-54,71.5,28.7,-45,-135
08/24/2020 22:08,08/25/2020 01:03,GBPAUD,Sell,0.45,1.82425,1.82382,-2.49,-1.42,4.3,7.85,0.11,00:02:54:50,77.2,2h 14m,28.8,0.17,30.2,82.446,-5.1,-13.923,85.6,26.6,-25.9,-70.71
08/24/2020 23:51,08/25/2020 00:56,USDCAD,Buy,0.47,1.32179,1.32183,-1.99,-1.54,0.4,-2.33,-0.03,00:01:05:05,4.7,3m,4.7,11.75,0.4,1.2,-4.7,-14.1,7.8,100,0,0
08/24/2020 22:15,08/24/2020 22:59,EURAUD,Sell,0.6,1.64758,1.64595,-3,0,16.3,56.42,0.77,00:00:44:42,100,44m,2.8,0.06,16.3,59.495,0,0,100,100,0,0
08/24/2020 01:36,08/24/2020 05:40,EURCHF,Sell,0.71,1.07598,1.07622,-3.55,0,-2.4,-19.38,-0.26,00:04:03:58,24.6,1h 0m,11.4,0.68,6.8,44.88,-4.6,-30.36,59.6,19.3,-9.2,-60.72
08/24/2020 01:44,08/24/2020 03:37,EURJPY,Sell,0.37,124.962,124.826,-1.85,0,13.6,38.46,0.52,00:01:53:39,94.7,1h 47m,7.7,0.06,17.7,52.392,-1,-2.96,94.7,78.1,-4.1,-12.14
08/21/2020 21:55,08/24/2020 02:59,GBPAUD,Buy,0.45,1.82859,1.82863,-2.5,-1.91,0.4,-3.32,-0.05,02:05:04:39,0.2,6m,44.1,111.11,0.4,1.092,-44.1,-120.393,0.9,100,0,0
08/21/2020 23:54,08/24/2020 01:01,EURCAD,Sell,0.42,1.55604,1.55508,-2.1,-0.62,9.6,23.21,0.32,02:01:06:27,2.2,1h 4m,22.9,0.03,31.6,85.32,0,0,100,30.4,-22,-59.4
08/20/2020 23:00,08/21/2020 13:28,USDJPY,Buy,0.3,105.767,105.679,-1.26,-0.57,-8.8,-23.02,-0.31,00:14:28:55,17.3,2h 30m,35.4,8.57,3.7,8.917,-31.7,-76.397,10.5,64.7,-12.5,-30.13
08/20/2020 21:57,08/20/2020 23:57,EURAUD,Buy,0.59,1.64788,1.64899,-2.95,0,11.1,36.77,0.5,00:01:59:44,55.1,1h 5m,12.8,0.64,12.5,44.75,-8,-28.64,61,93.2,-1.4,-5.01
08/20/2020 20:00,08/20/2020 23:10,AUDNZD,Sell,0.53,1.10305,1.10093,-1.6,0,21.2,60.32,0.83,00:03:10:45,95.3,3h 1m,8.6,0.07,23.1,67.452,-1.5,-4.38,93.9,92.3,-1.9,-5.55
08/19/2020 22:38,08/20/2020 03:27,GBPAUD,Sell,0.44,1.82306,1.82367,-2.43,-4.01,-6.1,-22.72,-0.31,00:04:49:32,16,46m,35,1.61,13.4,35.778,-21.6,-57.672,38.3,44.3,-19.5,-52.06
08/20/2020 01:13,08/20/2020 02:00,GBPCHF,Sell,0.5,1.1996,1.19932,-2.77,0,2.8,10.15,0.14,00:00:47:18,100,47m,2.1,0.27,3.7,17.057,0,0,100,75.7,-0.9,-4.15
08/18/2020 21:09,08/19/2020 01:34,AUDNZD,Buy,0.53,1.09673,1.09728,-1.61,-1.11,5.5,13.41,0.19,00:04:24:44,43.8,1h 55m,15.2,0.92,7.9,23.147,-7.3,-21.389,52,84.2,-2.4,-7.03
08/18/2020 21:28,08/18/2020 21:52,EURAUD,Buy,0.59,1.64731,1.64788,-2.95,0,5.7,17.46,0.24,00:00:23:14,58.4,13m,3.7,0.42,7.4,26.492,-3.1,-11.098,70.5,83.8,-1.7,-6.09
08/17/2020 23:53,08/18/2020 17:08,GBPCAD,Sell,0.44,1.73087,1.74294,-2.43,-1.2343,-120.7,-341.2,-4.51,00:17:15:40,0.5,5m,123.5,625,0.2,0.56,-123.3,-345.24,0.2,2.1,-120.9,-338.52
08/17/2020 23:46,08/18/2020 04:57,EURCAD,Sell,0.44,1.56775,1.56855,-2.2,-0.62,-8,-25.26,-0.33,00:05:11:31,0.7,2m,38.2,126.58,0.3,0.843,-37.9,-106.499,0.8,78.3,-8.3,-23.32
08/17/2020 22:49,08/18/2020 02:00,GBPAUD,Buy,0.46,1.81641,1.81718,-2.54,-1.9,7.7,17.07,0.23,00:03:10:54,29.9,57m,30.5,3.27,7.7,21.483,-25.2,-70.308,23.4,100,0,0
08/17/2020 23:05,08/18/2020 00:46,EURAUD,Buy,0.61,1.64437,1.64568,-3.05,-3.37,13.1,42.14,0.56,00:01:41:21,94.1,1h 35m,12.9,0.14,13.9,51.569,-1.9,-7.049,88,94.9,-0.8,-2.97
08/14/2020 20:12,08/17/2020 18:02,AUDNZD,Sell,0.56,1.09508,1.10102,-1.7,-1.27,-59.4,-186.33,-2.42,02:21:50:02,71.1,2d 1h ,85.1,8.9,8.6,26.574,-76.5,-236.385,10.1,20.1,-68,-210.12
08/17/2020 00:53,08/17/2020 06:05,GBPCAD,Sell,0.45,1.73677,1.73596,-2.49,0,8.1,20.71,0.27,00:05:11:23,85.9,4h 27m,16,0.55,11,31.46,-6.1,-17.446,64.3,83,-2.9,-8.29
08/14/2020 23:36,08/17/2020 00:43,GBPCAD,Sell,0.45,1.73591,1.73504,-2.49,-1.4,8.7,21.06,0.27,02:01:07:14,100,2d 1h ,40.6,0.11,36.5,104.755,-4.1,-11.767,89.9,31.5,-27.8,-79.79
08/14/2020 22:35,08/17/2020 00:06,GBPUSD,Buy,0.51,1.30866,1.30846,-2.82,-1.72,-2,-13.16,-0.17,02:01:30:57,1.6,47m,6.4,0.75,4.4,18.964,-3.3,-14.223,57.1,16.9,-6.4,-27.58
08/14/2020 22:38,08/14/2020 23:47,EURAUD,Buy,0.63,1.64996,1.6505,-3.15,0,5.4,17.46,0.23,00:01:08:30,,,,,,,,,,,,
08/13/2020 22:14,08/14/2020 10:25,EURNZD,Sell,0.56,1.80464,1.8045,-2.8,-0.71,1.4,0.83,0.01,00:12:10:33,27,3h 17m,66.1,2.46,19.1,59.21,-47,-145.7,28.9,73.2,-17.7,-54.87
08/13/2020 22:10,08/14/2020 01:34,EURAUD,Sell,0.63,1.6527,1.6522,-3.15,-0.5,5,15.42,0.2,00:03:23:18,57.4,1h 56m,14.2,0.69,12.1,46.101,-8.4,-32.004,59,65.4,-7.1,-27.05
08/13/2020 22:00,08/14/2020 01:00,AUDCAD,Buy,0.76,0.9447,0.94508,-2.3,-1.22,3.8,14.96,0.2,00:03:00:01,50,1h 30m,9.9,1.29,6.3,30.618,-8.1,-39.366,43.8,82.6,-2.5,-12.15
08/13/2020 23:54,08/14/2020 00:43,USDJPY,Buy,0.32,106.921,106.932,-1.35,-0.76,1.1,0.67,0.01,00:00:49:31,26,12m,7.4,6.37,1.1,2.783,-7,-17.71,13.6,100,0,0
08/13/2020 23:08,08/13/2020 23:44,USDJPY,Buy,0.32,106.896,106.937,-1.35,0,4.1,9.04,0.12,00:00:36:04,100,36m,2.1,0.21,4.8,12.144,0,0,100,85.4,-0.7,-1.77
08/13/2020 21:23,08/13/2020 21:45,EURAUD,Sell,0.62,1.65212,1.65089,-3.1,0,12.3,43.09,0.57,00:00:21:51,100,21m,4.7,0.08,12.8,48.128,0,0,100,96.1,-0.5,-1.88
